
transaction_amount,transaction_hour,merchant_category,country_risk,card_present,online_transaction,failed_attempts,transactions_last_hour,account_age_days,fraud
2478.92,23,Restaurant,0,0,1,3,12,1192,1
4417.27,4,Shopping,1,1,1,0,19,3548,1
1189.22,23,Grocery,0,0,1,2,2,2378,0
965.13,1,Fuel,0,0,1,2,14,2402,1
2849.81,21,Fuel,0,0,1,4,20,511,1
3706.24,6,Travel,0,0,0,0,12,1855,0
1232.25,9,Electronics,1,0,1,1,10,2375,1
1218.65,18,Grocery,0,1,1,3,11,858,1
2698.2,23,Grocery,1,1,1,3,2,2575,1
4566.2,9,Shopping,0,1,0,2,13,1806,0
2784.13,7,Electronics,1,1,1,3,11,3424,1
2304.26,3,Grocery,0,1,0,0,12,51,1
1338.25,7,Electronics,1,0,1,3,5,2316,1
4762.29,0,Fuel,1,0,0,5,5,1366,1
4015.06,8,Travel,0,0,1,0,10,2227,1
2034.56,22,Shopping,1,0,0,5,14,807,1
4457.39,2,Fuel,1,0,0,5,11,310,1
3216.86,9,Electronics,1,0,0,5,20,723,1
2595.7,16,Electronics,0,0,0,5,4,1393,0
1566.12,7,Electronics,0,1,0,3,6,251,0
414.78,2,Grocery,1,0,1,0,17,840,1
4771.24,8,Shopping,0,0,1,5,9,520,1
4980.88,13,Shopping,0,1,0,2,15,276,0
4262.72,11,Fuel,0,1,1,4,9,338,1
110.23,18,Entertainment,0,0,1,0,17,3094,0
3956.45,6,Fuel,1,0,0,0,9,1202,0
4003.68,16,Electronics,0,0,1,4,1,266,1
4297.77,21,Entertainment,1,0,1,1,2,2012,1
1438.82,6,Travel,0,0,1,5,1,914,0
4877.8,2,Shopping,0,1,0,4,3,1670,1
3261.61,16,Entertainment,0,0,1,5,18,3189,1
1643.13,20,Electronics,0,0,0,0,9,1011,0
4280.79,9,Electronics,1,1,0,0,4,3322,0
2281.53,9,Grocery,0,1,1,3,16,2840,1
4185.89,18,Fuel,0,0,1,5,14,137,1
3341.68,22,Fuel,1,0,0,1,1,3058,1
3459.69,10,Shopping,1,1,1,0,12,53,1
3779.37,9,Electronics,1,0,0,3,16,2841,1
3460.61,4,Shopping,0,1,1,0,3,3506,1
2116.28,13,Restaurant,1,0,1,1,8,1166,1
1745.28,12,Entertainment,0,0,1,0,1,635,0
4932.86,14,Electronics,1,1,0,1,20,1326,1
4957.3,21,Electronics,1,0,0,3,13,3458,1
4671.63,17,Grocery,0,1,1,0,15,416,1
490.57,14,Fuel,1,1,1,5,13,2435,1
4198.91,0,Entertainment,1,1,0,3,18,3527,1
2913.8,17,Shopping,1,0,1,3,2,625,1
3011.36,18,Grocery,0,0,1,1,20,2129,1
2555.0,2,Restaurant,0,0,1,2,9,2259,1
970.39,9,Fuel,1,1,1,3,10,2987,1
2093.77,22,Electronics,1,1,0,3,14,2621,1
3913.64,8,Grocery,1,0,1,3,20,3246,1
2204.78,9,Shopping,0,1,1,2,19,2779,1
192.12,12,Restaurant,0,1,1,2,12,1848,0
2563.4,19,Fuel,1,1,1,5,3,1636,1
3751.99,13,Grocery,0,0,0,2,15,2877,0
3919.99,17,Travel,0,0,0,3,5,2048,0
97.19,23,Shopping,0,0,1,1,18,1204,1
1897.03,20,Shopping,0,0,1,4,7,2182,0
3549.75,5,Restaurant,1,0,1,1,3,2156,1
1508.9,0,Shopping,0,1,1,3,12,1214,1
1556.57,6,Shopping,1,0,1,0,14,2834,1
605.82,9,Electronics,0,1,1,2,6,3180,0
4075.96,2,Restaurant,0,1,0,3,5,1786,1
3540.53,20,Shopping,1,0,0,3,1,3143,1
3366.81,11,Entertainment,0,0,1,0,13,459,1
4521.45,19,Shopping,0,0,1,5,3,1228,1
4819.64,12,Shopping,1,1,1,3,9,2649,1
1422.28,7,Shopping,0,1,1,5,6,1097,0
735.19,20,Electronics,1,1,0,4,11,1193,1
344.14,4,Shopping,1,0,1,4,1,1162,1
2303.23,18,Fuel,0,1,1,4,14,3384,1
3925.23,16,Grocery,1,0,0,1,18,2358,1
132.11,12,Electronics,1,1,0,0,5,2346,0
3784.3,16,Entertainment,1,0,0,5,14,2505,1
505.23,3,Shopping,0,1,1,3,11,1482,1
2972.48,6,Shopping,1,0,1,2,5,3436,1
3707.93,6,Fuel,1,0,1,2,18,538,1
3384.52,17,Travel,0,1,0,4,14,2676,1
3574.18,0,Shopping,1,1,0,4,6,3223,1
2045.02,4,Entertainment,1,0,1,5,19,1238,1
68.09,14,Travel,0,0,1,1,12,59,0
2348.18,6,Entertainment,1,1,0,4,9,467,1
1111.59,19,Travel,0,1,0,3,14,2084,0
3578.21,20,Entertainment,0,0,1,3,7,349,1
2301.93,21,Entertainment,1,0,1,1,1,3605,1
4729.54,8,Shopping,0,0,1,2,5,3309,0
2417.26,15,Entertainment,1,0,0,5,9,2421,1
562.33,8,Grocery,0,0,1,4,5,2902,0
773.59,14,Shopping,1,0,0,0,17,2577,0
2611.51,13,Shopping,1,1,1,2,11,1127,1
4444.14,23,Electronics,0,0,0,2,17,1435,1
479.19,2,Fuel,0,1,1,0,4,238,0
3925.77,13,Entertainment,0,1,1,2,1,454,0
1709.88,10,Fuel,0,1,1,3,9,3411,0
757.94,4,Entertainment,0,0,1,1,11,757,1
3119.41,17,Electronics,0,1,0,2,17,524,0
4506.84,6,Restaurant,1,0,1,0,14,1273,1
4311.45,14,Electronics,1,1,0,2,5,1876,0
2186.66,9,Entertainment,0,0,0,0,9,398,0
2400.83,18,Grocery,0,0,0,1,15,1230,0
894.06,22,Restaurant,0,1,1,0,8,1149,0
4526.74,4,Electronics,1,1,0,4,16,1792,1
525.28,7,Fuel,1,0,1,0,5,1691,0
4989.66,5,Electronics,0,0,1,2,2,3566,0
4045.6,1,Electronics,0,1,0,5,20,1962,1
4193.63,11,Entertainment,1,1,0,0,17,3523,1
2457.93,1,Restaurant,0,1,1,3,7,97,1
3035.16,9,Entertainment,1,1,0,0,10,2413,1
1456.33,7,Travel,0,1,1,4,1,2771,0
2552.68,2,Fuel,0,0,1,5,3,575,1
2277.55,3,Restaurant,1,0,1,5,7,2771,1
1235.44,6,Shopping,1,0,1,1,13,3034,1
1538.54,15,Fuel,1,0,0,5,7,1176,0
2184.78,10,Grocery,1,0,0,5,9,2244,1
249.23,14,Fuel,1,1,0,0,6,1436,0
3926.76,19,Travel,0,1,1,2,17,370,1
1298.78,13,Shopping,0,1,1,0,14,1047,0
1688.51,21,Travel,1,1,1,0,4,3346,0
2589.33,18,Grocery,1,1,1,4,17,678,1
993.99,22,Entertainment,0,0,1,3,18,729,1
3649.28,0,Travel,0,1,1,2,5,2941,1
600.29,23,Restaurant,0,1,1,4,16,1397,1
3728.26,2,Restaurant,1,0,0,2,7,3627,1
3629.49,17,Electronics,0,1,1,2,17,321,1
2934.1,1,Electronics,0,0,1,1,6,3540,1
2631.18,3,Travel,1,1,0,1,4,2463,1
748.7,14,Grocery,1,1,0,2,18,3288,0
1050.97,2,Restaurant,0,0,0,3,6,2211,0
3018.0,3,Restaurant,0,1,0,0,14,1971,1
4436.26,17,Grocery,0,1,0,5,9,1842,0
1820.39,16,Restaurant,0,0,1,2,15,3625,0
3202.71,14,Fuel,0,0,1,5,13,2846,1
363.11,8,Electronics,1,1,1,2,19,811,1
3952.09,8,Grocery,1,0,1,1,14,737,1
2420.6,21,Grocery,1,1,1,3,5,3515,1
4666.86,7,Shopping,0,1,0,0,18,490,0
2960.92,3,Entertainment,1,1,0,2,13,592,1
3564.23,2,Shopping,0,0,0,4,2,636,1
3496.37,23,Travel,0,0,1,2,18,382,1
2938.84,0,Grocery,0,0,0,0,3,2411,0
3810.8,18,Shopping,1,1,0,3,4,3568,1
2284.66,7,Shopping,1,0,0,1,14,949,1
4270.04,16,Entertainment,0,1,0,5,5,3493,0
3269.42,8,Grocery,0,1,0,0,3,1553,0
4044.95,15,Restaurant,0,0,0,4,15,1104,1
3759.45,17,Travel,0,1,0,5,17,1798,1
764.21,4,Fuel,0,0,1,5,5,3461,1
1286.47,14,Fuel,0,1,1,1,10,155,0
3681.57,13,Fuel,1,1,0,1,7,3357,0
3635.42,8,Travel,1,0,0,2,20,1352,1
3565.12,19,Shopping,1,0,0,2,17,3259,1
1865.86,10,Shopping,1,1,0,0,13,1915,0
183.41,9,Travel,1,1,0,4,19,2113,1
3567.91,7,Fuel,0,1,1,1,6,876,0
2497.71,15,Shopping,1,1,1,2,4,3094,1
4671.31,3,Fuel,1,0,0,0,10,2098,1
2960.57,14,Electronics,1,1,0,1,4,3591,0
2930.0,15,Restaurant,1,1,1,3,7,3021,1
4893.06,7,Restaurant,1,1,0,5,14,256,1
1936.97,17,Restaurant,1,1,0,3,4,1980,0
3890.26,20,Fuel,0,1,0,3,3,944,0
1824.09,8,Electronics,0,0,1,0,19,3328,0
2746.45,19,Entertainment,0,1,0,4,7,1954,0
1054.53,21,Shopping,1,0,0,3,12,2960,1
1713.32,15,Electronics,0,1,1,4,1,1638,0
1869.63,19,Shopping,1,0,1,5,4,595,1
4222.02,5,Electronics,0,0,0,4,9,1108,0
997.06,3,Grocery,0,1,0,0,9,2687,0
3461.03,20,Restaurant,1,1,0,0,15,3648,1
1357.68,12,Shopping,1,1,0,0,14,2126,0
1584.97,9,Grocery,1,0,1,4,11,2835,1
2092.77,23,Restaurant,0,0,0,0,3,846,0
2914.94,0,Electronics,1,0,1,3,7,2494,1
1721.1,10,Grocery,0,1,0,5,15,3339,0
3704.59,19,Grocery,1,0,1,5,4,1445,1
1519.92,16,Electronics,0,1,0,3,15,1586,0
3221.43,7,Electronics,0,0,1,5,14,87,1
4934.37,19,Travel,1,0,1,0,7,3302,1
2887.47,0,Shopping,0,0,1,0,15,3221,1
925.76,9,Travel,1,0,1,3,3,2973,1
3795.39,14,Fuel,1,1,1,4,15,1512,1
1724.33,17,Electronics,0,1,1,2,1,3583,0
1228.28,16,Entertainment,0,1,1,4,8,1791,0
3218.6,15,Shopping,0,1,0,2,16,2329,0
4028.1,6,Shopping,1,1,0,0,7,2370,0
1105.0,6,Shopping,1,1,1,0,13,664,1
2091.38,11,Travel,1,1,1,1,1,705,1
4469.21,2,Shopping,0,0,0,1,12,2473,1
1251.41,16,Restaurant,1,1,1,1,9,2282,0
213.47,3,Electronics,0,0,1,2,11,2357,1
3740.42,6,Electronics,0,0,1,1,11,2479,1
3710.03,10,Entertainment,1,1,0,2,13,3289,1
421.69,13,Shopping,0,0,1,4,2,2846,0
2475.83,21,Grocery,1,1,0,2,3,2329,0
4980.23,5,Shopping,0,1,1,3,11,1466,1
3344.94,2,Travel,0,1,1,3,4,3118,1
4393.04,14,Entertainment,1,1,0,1,17,867,1
4858.59,23,Restaurant,0,0,0,3,7,2748,1
2210.11,19,Travel,1,0,1,3,13,512,1
4915.62,21,Fuel,1,0,0,4,8,3098,1
1803.62,15,Travel,1,0,1,2,18,2174,1
3880.2,10,Travel,1,0,1,5,9,212,1
3608.73,15,Electronics,1,0,1,5,14,2893,1
3780.67,12,Shopping,1,1,1,3,11,176,1
2800.94,8,Fuel,1,1,1,2,8,2211,1
4030.94,17,Entertainment,1,1,1,3,1,1054,1
4146.24,21,Travel,1,0,1,2,6,3130,1
378.85,19,Fuel,0,0,0,1,15,3615,0
3524.82,8,Restaurant,0,0,0,3,14,459,1
2631.27,0,Shopping,1,0,1,5,11,2562,1
1419.27,4,Restaurant,0,0,1,1,9,2588,0
1109.77,4,Electronics,0,1,1,1,1,2219,0
50.69,21,Entertainment,1,0,1,1,1,453,0
3502.41,9,Grocery,0,1,1,0,19,766,1
2359.33,11,Fuel,0,1,1,4,2,3331,1
615.81,17,Restaurant,1,1,1,0,19,3623,1
4765.2,2,Travel,1,1,0,1,7,2112,1
4034.74,0,Restaurant,1,1,0,4,14,1296,1
4481.86,10,Shopping,0,0,1,4,7,318,1
1068.41,15,Travel,1,0,1,4,6,3486,1
3616.94,9,Restaurant,0,0,0,0,12,1894,0
2179.91,1,Entertainment,1,0,0,1,17,2623,1
3020.27,17,Entertainment,0,0,0,1,3,3157,0
1223.74,16,Electronics,0,1,1,1,1,3173,0
636.76,5,Grocery,0,0,1,1,1,138,0
3193.16,19,Restaurant,1,0,0,1,3,3041,0
3430.01,19,Fuel,1,0,1,5,6,1642,1
1439.47,1,Travel,1,0,1,5,16,2152,1
3393.1,13,Electronics,1,0,0,5,12,3550,1
1726.93,22,Electronics,1,0,0,2,8,1831,0
4319.02,19,Shopping,0,1,1,0,5,1579,0
3939.88,11,Electronics,1,1,0,1,5,1169,0
4477.6,5,Entertainment,1,1,1,5,11,1309,1
519.43,19,Electronics,0,1,0,3,13,2898,0
1103.67,16,Shopping,1,1,0,3,16,1047,1
4797.23,10,Entertainment,0,0,0,5,7,1560,0
3580.87,14,Fuel,0,0,1,5,15,2158,1
4038.2,19,Fuel,1,1,0,0,12,2306,1
3550.54,13,Restaurant,0,1,1,3,12,1449,1
3307.85,20,Entertainment,1,1,1,3,14,2317,1
2703.0,1,Restaurant,1,1,1,5,1,2566,1
3476.86,23,Travel,0,0,0,0,17,2381,1
764.58,17,Entertainment,0,0,0,4,7,47,0
4618.32,5,Shopping,0,1,1,3,5,2886,1
983.98,23,Travel,1,0,1,3,9,2077,1
1539.12,4,Fuel,0,1,0,1,1,2609,0
2458.13,1,Fuel,1,1,1,3,3,3570,1
3729.1,2,Entertainment,1,0,0,2,20,3123,1
2460.02,18,Restaurant,1,0,1,1,4,814,1
2017.25,3,Restaurant,1,0,1,1,9,650,1
949.73,12,Grocery,0,0,0,3,1,225,0
3354.23,12,Shopping,0,1,1,2,9,1407,0
3254.11,20,Electronics,0,0,1,0,9,710,0
1674.0,3,Shopping,0,0,1,5,16,2911,1
3994.89,10,Fuel,1,1,1,1,12,829,1
341.41,18,Restaurant,1,0,0,2,2,134,0
4317.77,23,Electronics,0,0,0,3,5,1427,1
4665.42,13,Entertainment,0,1,0,4,15,1001,1
1700.98,0,Fuel,0,0,1,3,5,2405,1
1730.7,5,Shopping,0,1,0,4,17,2753,0
1073.72,21,Fuel,1,0,1,5,17,2908,1
4239.36,4,Fuel,0,1,0,2,3,1321,0
3754.53,3,Restaurant,0,0,1,2,15,2426,1
3350.92,15,Entertainment,1,0,0,5,6,167,1
4781.68,6,Electronics,1,0,1,1,8,2314,1
1835.62,10,Shopping,1,1,0,0,16,3067,0
2160.58,11,Electronics,1,0,1,2,8,2782,1
4759.23,23,Restaurant,0,0,0,0,17,333,1
2373.67,17,Entertainment,0,1,1,4,1,362,1
380.66,1,Grocery,0,0,0,5,20,2119,1
3357.06,23,Entertainment,1,1,1,2,4,796,1
1595.75,5,Travel,0,0,1,3,6,1154,0
4963.43,15,Electronics,0,1,1,3,17,1867,1
3750.76,9,Restaurant,0,1,0,2,9,351,0
132.83,15,Fuel,0,1,0,5,3,1034,0
1054.57,17,Travel,1,0,1,1,17,258,1
1016.64,4,Shopping,1,0,1,2,6,1763,1
1457.04,12,Fuel,0,1,0,1,18,520,0
4753.67,4,Travel,0,0,0,3,9,2877,1
2063.91,23,Travel,1,1,1,2,15,3478,1
1277.81,14,Grocery,0,0,1,0,17,1408,0
3843.87,7,Grocery,1,0,0,2,9,1120,0
4485.47,1,Fuel,1,0,1,0,15,2203,1
2798.48,22,Grocery,1,1,1,5,15,3127,1
4974.08,4,Travel,0,0,1,4,9,2376,1
4704.68,23,Fuel,0,0,1,0,18,3275,1
542.93,12,Entertainment,1,0,0,5,10,3260,1
1267.05,21,Shopping,1,0,0,2,19,1774,0
550.05,16,Shopping,1,0,1,5,2,575,1
3432.65,16,Electronics,1,0,1,2,5,3269,1
2992.88,3,Restaurant,0,1,1,0,11,2380,1
3977.79,12,Grocery,1,1,1,1,2,884,1
484.25,5,Restaurant,0,1,0,3,17,34,0
1417.95,3,Grocery,1,0,0,5,4,3367,1
627.21,12,Electronics,0,0,1,4,13,1380,1
914.39,8,Entertainment,1,0,0,4,13,616,1
3474.64,1,Electronics,1,0,1,2,8,3629,1
3664.63,16,Electronics,1,1,1,3,18,2341,1
3888.55,18,Fuel,0,0,1,0,14,1936,1
4105.0,2,Electronics,0,0,1,4,5,3252,1
3353.37,17,Grocery,0,0,1,2,2,3292,0
2926.62,2,Shopping,1,0,0,5,11,1518,1
4400.35,15,Shopping,0,1,0,1,18,3537,0
2693.25,22,Entertainment,0,1,0,5,3,2372,1
1341.49,3,Fuel,1,1,0,0,4,3582,0
3469.37,9,Restaurant,1,1,0,2,18,2962,1
258.81,4,Electronics,1,0,1,5,20,1896,1
2934.42,3,Electronics,1,0,0,3,17,1267,1
3496.19,12,Travel,1,1,1,0,3,3207,1
1958.45,13,Restaurant,1,1,0,3,17,1813,1
4013.92,10,Entertainment,1,0,0,1,4,703,0
820.05,8,Grocery,1,0,0,1,19,437,0
1516.15,13,Restaurant,1,0,1,4,15,3290,1
292.41,21,Fuel,1,1,0,5,1,183,0
3508.19,16,Restaurant,0,1,1,1,7,2996,0
1913.92,12,Fuel,0,1,1,1,11,3462,0
2600.44,22,Fuel,0,1,0,0,20,3069,1
3821.26,14,Restaurant,1,1,1,0,6,431,1
4688.95,19,Entertainment,1,0,1,0,8,3242,1
565.29,10,Shopping,1,1,0,4,12,1642,1
19.02,1,Grocery,0,0,0,1,14,3471,0
3323.12,22,Restaurant,1,1,1,2,13,1908,1
2086.32,15,Restaurant,1,1,1,1,9,1199,1
756.15,7,Entertainment,0,0,0,4,17,2584,0
4216.72,3,Entertainment,1,0,0,5,13,3255,1
382.52,0,Travel,0,1,0,0,9,935,0
4503.81,2,Grocery,0,1,0,3,7,3406,1
2923.07,4,Entertainment,0,0,1,2,20,2250,1
3575.12,21,Grocery,0,1,0,3,19,324,1
2145.0,3,Electronics,0,0,1,1,9,1469,1
1148.51,14,Fuel,1,0,0,1,9,3279,0
1943.95,12,Entertainment,1,1,1,0,10,1967,1
3913.94,12,Restaurant,1,1,1,3,14,1156,1
1491.98,22,Fuel,0,1,1,2,20,836,1
3979.54,20,Electronics,1,0,1,1,18,1487,1
251.53,20,Grocery,1,0,1,2,17,360,1
1831.85,18,Entertainment,1,0,1,5,17,3138,1
4423.9,7,Entertainment,1,0,1,4,11,337,1
2680.14,13,Grocery,1,1,0,4,10,852,1
492.96,2,Shopping,0,1,0,3,5,2998,0
1632.76,23,Fuel,0,1,1,0,13,2040,1
2345.97,3,Shopping,0,1,0,3,11,911,1
2002.89,1,Electronics,1,0,1,3,12,546,1
1371.41,14,Entertainment,1,1,1,4,6,3015,1
342.87,23,Restaurant,0,1,0,5,1,2429,0
1666.63,7,Electronics,0,1,1,5,13,2025,1
4356.45,14,Travel,0,1,0,4,4,3427,0
2147.48,17,Restaurant,0,0,1,3,15,895,1
3838.14,0,Electronics,0,0,1,1,15,2067,1
2785.63,17,Travel,0,1,1,0,7,1866,0
349.99,2,Restaurant,1,0,0,1,11,3288,1
4026.68,6,Electronics,0,1,1,1,9,1250,0
2617.62,18,Travel,0,0,0,4,13,1437,1
743.83,3,Electronics,0,0,1,2,7,1296,0
206.57,10,Entertainment,1,0,1,0,2,948,0
587.1,7,Restaurant,1,1,0,2,6,2288,0
4158.1,11,Electronics,0,0,0,3,10,703,1
3480.94,12,Travel,0,0,1,5,20,968,1
665.0,20,Travel,0,0,1,1,16,1541,0
4528.68,17,Grocery,0,1,0,3,16,260,1
3528.51,14,Entertainment,1,0,1,5,12,139,1
229.89,22,Fuel,1,1,0,1,20,2939,1
2696.71,4,Entertainment,1,0,1,1,18,2752,1
1302.08,13,Electronics,1,0,1,5,8,1196,1
229.7,23,Fuel,0,1,0,2,15,2161,0
1255.41,9,Entertainment,1,1,0,4,1,3424,0
2870.88,12,Restaurant,1,0,0,0,11,2813,1
2775.07,14,Shopping,1,1,0,0,3,1760,0
1232.25,23,Shopping,1,0,0,3,12,3191,1
1497.72,6,Shopping,0,1,0,0,6,3429,0
4620.92,14,Grocery,1,1,1,0,16,1757,1
916.47,22,Fuel,0,0,1,4,7,81,1
910.21,7,Grocery,1,0,0,5,19,2382,1
3849.07,3,Travel,1,1,1,2,16,1364,1
2601.71,15,Fuel,1,0,0,3,20,378,1
2015.81,10,Restaurant,0,1,0,2,7,1236,0
553.17,18,Entertainment,1,1,1,0,1,418,0
3946.8,14,Grocery,1,1,0,4,18,1388,1
3100.69,15,Restaurant,1,0,0,4,6,1056,1
1152.66,16,Grocery,1,0,1,2,20,1689,1
3553.69,2,Travel,0,1,0,5,3,3439,1
886.82,2,Restaurant,1,1,0,0,12,3457,1
3488.03,11,Travel,1,1,0,1,6,1268,0
2302.55,18,Shopping,1,0,1,1,10,2403,1
1921.05,1,Restaurant,1,1,0,4,14,2126,1
3369.78,17,Travel,0,0,1,1,10,396,1
4332.38,12,Travel,1,1,0,0,1,596,0
1854.97,4,Fuel,0,1,1,5,20,874,1
574.59,18,Restaurant,0,1,0,2,10,3169,0
2676.88,4,Fuel,1,1,1,4,10,3087,1
4179.78,2,Electronics,0,1,1,5,8,105,1
4581.36,11,Grocery,1,1,1,5,19,2616,1
2669.85,6,Electronics,0,0,0,2,16,2537,0
1519.23,21,Shopping,0,0,1,0,4,3011,0
1289.65,12,Entertainment,0,1,1,3,17,31,1
2658.51,18,Restaurant,0,0,0,0,6,1602,0
378.7,1,Entertainment,0,1,1,4,11,3426,1
3169.42,7,Fuel,0,1,0,3,18,1941,1
1203.95,14,Shopping,1,0,1,4,6,290,1
3024.48,15,Grocery,0,0,0,2,19,407,0
3842.79,14,Fuel,0,1,1,3,2,2799,1
1831.76,11,Entertainment,1,0,0,3,5,222,0
4727.55,4,Entertainment,1,1,0,1,1,2022,1
3619.85,17,Travel,1,0,0,5,1,3545,1
3221.01,7,Entertainment,0,0,0,1,15,1289,0
2178.97,19,Restaurant,0,0,1,1,13,3169,1
3710.3,21,Restaurant,1,1,1,3,6,3174,1
1031.63,6,Grocery,1,0,0,5,18,3405,1
4146.15,2,Travel,0,0,1,0,16,2258,1
2299.55,10,Electronics,1,0,0,1,10,679,1
3218.27,0,Entertainment,1,1,1,2,16,2330,1
697.98,14,Travel,1,0,1,0,4,1185,0
2097.84,15,Restaurant,1,0,1,2,12,3273,1
2124.71,20,Fuel,0,0,1,5,18,3335,1
4572.78,7,Shopping,1,1,1,2,10,3556,1
2917.29,0,Restaurant,0,0,0,1,4,2224,0
4229.87,9,Electronics,1,0,1,5,5,1591,1
2428.71,3,Restaurant,0,1,1,5,9,1411,1
2110.81,2,Travel,1,0,0,5,15,3624,1
3843.42,9,Entertainment,0,0,0,5,11,685,1
1567.46,12,Grocery,0,1,1,2,2,3300,0
2707.15,3,Grocery,1,0,1,0,17,3128,1
4021.41,6,Electronics,1,1,0,1,19,1030,1
3491.73,14,Travel,0,0,1,3,8,465,1
2363.67,7,Entertainment,0,1,1,5,9,1378,1
1176.66,0,Travel,1,1,0,1,17,3598,1
878.87,12,Grocery,0,1,1,3,12,2091,1
4936.95,22,Electronics,0,1,1,2,12,1531,1
2215.98,1,Electronics,1,1,0,5,10,3195,1
4833.47,20,Fuel,0,1,0,5,14,3462,1
2545.65,12,Shopping,0,0,1,5,20,3397,1
2095.01,8,Electronics,0,0,0,1,20,2040,0
2155.52,20,Fuel,1,0,0,5,17,666,1
355.39,0,Entertainment,1,1,0,5,15,129,1
3523.58,12,Entertainment,1,0,1,3,13,2051,1
2724.45,1,Electronics,0,1,1,2,1,346,1
520.19,2,Electronics,0,0,0,2,11,2381,0
2665.34,23,Travel,1,1,0,1,16,3265,1
302.22,16,Restaurant,0,0,0,5,18,2921,0
3151.48,11,Electronics,0,0,0,1,6,2686,0
894.67,1,Restaurant,0,1,0,4,20,118,1
352.61,2,Fuel,0,0,1,0,10,458,1
1690.35,12,Grocery,0,0,1,3,10,1314,1
3867.94,12,Restaurant,1,1,0,4,2,3026,1
1069.63,8,Entertainment,1,1,0,2,17,1026,0
562.14,20,Electronics,1,1,0,4,18,3638,1
2411.1,21,Shopping,0,0,1,2,12,1451,1
1761.17,0,Fuel,0,1,0,4,13,1010,1
2838.19,12,Grocery,1,0,0,3,16,2301,1
2017.83,21,Electronics,1,0,1,5,8,1803,1
1981.59,6,Grocery,1,1,0,2,6,1462,0
3372.6,3,Grocery,0,0,1,4,18,1755,1
763.72,3,Restaurant,1,0,1,1,12,1748,1
256.37,5,Restaurant,0,1,1,0,16,1025,0
2106.26,12,Entertainment,1,0,1,4,11,2114,1
1648.27,18,Shopping,0,0,0,2,10,57,0
2509.12,18,Fuel,1,0,0,0,16,2902,1
2909.23,8,Entertainment,0,1,1,4,9,2095,1
4191.65,18,Fuel,1,1,1,2,10,2873,1
3113.82,7,Fuel,0,0,0,0,17,1977,0
3306.89,22,Fuel,1,1,1,4,18,2739,1
4592.49,22,Grocery,1,0,1,3,11,221,1
1282.37,10,Entertainment,1,0,1,0,4,513,0
3165.65,1,Entertainment,0,0,0,2,3,3314,0
2421.58,3,Grocery,0,1,0,2,20,3386,1
4619.35,19,Entertainment,0,0,1,1,15,1060,1
19.68,4,Entertainment,0,0,0,0,8,2703,0
2148.09,6,Electronics,1,1,0,1,4,273,0
4143.3,15,Restaurant,1,0,0,0,14,1346,1
579.56,16,Fuel,0,1,1,1,2,2149,0
1156.6,1,Electronics,0,1,1,1,20,800,1
2094.26,10,Restaurant,1,1,1,5,6,476,1
3177.37,22,Travel,1,1,0,3,1,724,1
3595.82,14,Shopping,1,1,1,1,13,2614,1
4621.36,22,Restaurant,0,1,0,0,17,2841,1
3073.36,22,Travel,0,0,0,1,17,3571,1
1696.12,9,Shopping,0,0,1,1,19,3405,0
848.33,9,Entertainment,0,0,1,1,10,588,0
3449.33,8,Entertainment,0,0,1,5,11,1384,1
4121.32,10,Electronics,1,0,0,3,20,1636,1
2114.07,6,Entertainment,0,0,0,0,15,1145,0
3194.99,19,Entertainment,1,1,0,0,13,179,1
214.71,0,Grocery,0,0,0,5,14,3171,1
1139.53,10,Restaurant,0,1,1,5,2,1054,0
4267.38,21,Electronics,1,1,0,4,9,2915,1
1489.84,1,Entertainment,1,1,0,0,9,303,0
1522.34,13,Entertainment,0,1,1,4,18,944,1
3390.65,4,Shopping,1,0,1,3,9,2996,1
34.68,12,Shopping,0,1,0,0,20,2596,0
2865.97,4,Fuel,1,0,1,0,17,3364,1
2889.09,3,Electronics,0,1,0,3,13,3326,1
2969.01,11,Travel,0,0,0,1,10,1058,0
3945.2,0,Travel,1,0,1,1,11,260,1
449.27,21,Restaurant,0,0,0,4,11,1570,0
2242.59,11,Restaurant,0,1,0,2,1,2042,0
3227.03,9,Electronics,1,1,1,1,16,2488,1
666.9,1,Travel,1,0,0,5,19,2758,1
3332.95,5,Travel,0,1,0,4,10,1723,1
1169.87,23,Travel,0,1,0,4,7,2192,0
1151.1,2,Shopping,1,1,0,4,20,3128,1
255.96,1,Fuel,1,1,1,2,6,3316,1
4270.57,17,Fuel,1,1,0,2,13,559,1
603.27,18,Travel,0,0,1,5,17,774,1
390.38,21,Entertainment,1,1,0,5,18,569,1
883.74,10,Shopping,1,1,1,3,2,947,1
4329.39,7,Fuel,0,1,1,2,15,292,1
2189.85,8,Fuel,1,0,1,2,5,2120,1
2862.41,9,Restaurant,0,1,0,3,1,1969,0
4650.95,15,Electronics,0,1,1,0,7,2309,0
2148.15,0,Grocery,1,1,1,1,12,872,1
152.03,8,Grocery,1,1,0,4,12,603,1
1887.81,3,Electronics,1,0,1,1,9,545,1
552.72,13,Restaurant,0,1,0,4,20,2075,0
466.75,2,Shopping,1,0,0,0,6,1344,0
4214.96,19,Entertainment,1,0,1,1,18,2222,1
4527.65,13,Travel,0,1,1,0,16,439,1
4643.49,3,Fuel,1,1,0,1,2,281,1
1329.53,21,Travel,1,1,1,5,4,1417,1
1991.54,9,Travel,0,0,1,5,11,2863,1
4330.64,10,Shopping,1,1,1,1,11,2297,1
